ACCOUNTNO,PARCELNO,SITUS,PROPERTYCITY
R004984,317723406007,52 PARADISE RD,MT CRESTED BUTTE
R004985,317723406008,50 PARADISE RD,MT CRESTED BUTTE
R004986,317723406009,46 PARADISE RD,MT CRESTED BUTTE
R004987,317723406010,40 PARADISE RD,MT CRESTED BUTTE
R004988,317723406011,38 PARADISE RD,MT CRESTED BUTTE
R004989,317723406012,36 PARADISE RD,MT CRESTED BUTTE
R004990,317723406013,34 PARADISE RD,MT CRESTED BUTTE
R004991,317723406014,32 PARADISE RD,MT CRESTED BUTTE
R004992,317723406015,30 PARADISE RD,MT CRESTED BUTTE
R004993,317723406016,28 PARADISE RD,MT CRESTED BUTTE
R004994,317723406017,26 PARADISE RD,MT CRESTED BUTTE
R004995,317723406018,24 PARADISE RD,MT CRESTED BUTTE
R004996,317723406019,22 PARADISE RD,MT CRESTED BUTTE
R004997,317723406020,20 PARADISE RD,MT CRESTED BUTTE
R004998,317723406021,801 GOTHIC RD,MT CRESTED BUTTE
R004999,317723406023,821 GOTHIC RD,MT CRESTED BUTTE
R005000,317723406024,831 GOTHIC RD,MT CRESTED BUTTE
R005001,317723406025,841 GOTHIC RD,MT CRESTED BUTTE
R005002,317723406026,851 GOTHIC RD,MT CRESTED BUTTE
R005004,317723406030,14 ARROWHEAD CIR,MT CRESTED BUTTE
R005005,317723406031,12 ARROWHEAD CIR,MT CRESTED BUTTE
R005006,317723406032,10 ARROWHEAD CIR,MT CRESTED BUTTE
R005007,317723406033,881 GOTHIC RD,MT CRESTED BUTTE
R005008,317723406041,13 ARROWHEAD CIR,MT CRESTED BUTTE
R005009,317723406040,811 GOTHIC RD,MT CRESTED BUTTE
R005011,317723407001,901 GOTHIC RD,MT CRESTED BUTTE
R005012,317723407002,10 BITTERROOT CIR,MT CRESTED BUTTE
R005013,317723407003,12 BITTERROOT CIR,MT CRESTED BUTTE
R005014,317723407004,13 BITTERROOT CIR,MT CRESTED BUTTE
R005015,317723407005,11 BITTERROOT CIR,MT CRESTED BUTTE
R005016,317723407007,65 PARADISE RD,MT CRESTED BUTTE
R005017,317723407043,63 PARADISE RD,MT CRESTED BUTTE
R005018,317723407009,59 PARADISE RD,MT CRESTED BUTTE
R005019,317723407010,57 PARADISE RD,MT CRESTED BUTTE
R005020,317723407011,55 PARADISE RD,MT CRESTED BUTTE
R005021,317723407012,53 PARADISE RD,MT CRESTED BUTTE
R005022,317723407047,51 PARADISE RD,MT CRESTED BUTTE
R005024,317723407048,47 PARADISE RD,MT CRESTED BUTTE
R005025,317723407016,45 PARADISE RD,MT CRESTED BUTTE
R005026,317723407017,43 PARADISE RD,MT CRESTED BUTTE
R005027,317723407018,41 PARADISE RD,MT CRESTED BUTTE
R005028,317723407019,39 PARADISE RD,MT CRESTED BUTTE
R005029,317723407049,37 PARADISE RD,MT CRESTED BUTTE
R005033,317723407024,35 PARADISE RD,MT CRESTED BUTTE
R005034,317723407025,33 PARADISE RD,MT CRESTED BUTTE
R005035,317723407026,31 PARADISE RD,MT CRESTED BUTTE
R005036,317723407027,29 PARADISE RD,MT CRESTED BUTTE
R005037,317723407029,25 PARADISE RD,MT CRESTED BUTTE
R005038,317723407030,23 PARADISE RD,MT CRESTED BUTTE
R005039,317723407031,21 PARADISE RD,MT CRESTED BUTTE
R005040,317723407032,19 PARADISE RD,MT CRESTED BUTTE
R005041,317723407033,17 PARADISE RD,MT CRESTED BUTTE
R005042,317723407034,15 PARADISE RD,MT CRESTED BUTTE
R005043,317723407035,13 PARADISE RD,MT CRESTED BUTTE
R005044,317723407036,11 PARADISE RD,MT CRESTED BUTTE
R005046,317723407044,67 PARADISE RD,MT CRESTED BUTTE
R005047,317723407041,27 PARADISE RD,MT CRESTED BUTTE
R005048,317723408001,11 BELLEVIEW DR,MT CRESTED BUTTE
R005049,317723408007,13 BELLEVIEW DR,MT CRESTED BUTTE
R005050,317723408003,12 WHETSTONE RD,MT CRESTED BUTTE
R005052,317723408005,18 WHETSTONE RD,MT CRESTED BUTTE
R005053,317723409003,31 TREASURY RD,MT CRESTED BUTTE
R005054,317723409004,29 TREASURY RD,MT CRESTED BUTTE
R005055,317723409005,27 TREASURY RD,MT CRESTED BUTTE
R005056,317723409007,23 TREASURY RD,MT CRESTED BUTTE
R005057,317723409008,21 TREASURY RD,MT CRESTED BUTTE
R005062,317723409014,,MT CRESTED BUTTE
R005064,317723409034,35 TREASURY RD,MT CRESTED BUTTE
R005066,317723409035,25 TREASURY RD,MT CRESTED BUTTE
R005070,317723410001,41 WHETSTONE RD,MT CRESTED BUTTE
R005071,317723410002,39 WHETSTONE RD,MT CRESTED BUTTE
R005072,317723410003,37 WHETSTONE RD,MT CRESTED BUTTE
R005073,317723410005,33 WHETSTONE RD,MT CRESTED BUTTE
R005074,317723410006,31 WHETSTONE RD,MT CRESTED BUTTE
R005075,317723410030,25 WHETSTONE RD,MT CRESTED BUTTE
R005076,317723410008,23 WHETSTONE RD,MT CRESTED BUTTE
R005079,317723410032,32 TREASURY RD,MT CRESTED BUTTE
R005084,317723410034,35 WHETSTONE RD,MT CRESTED BUTTE
R005086,317723411002,,
R005087,317723411003,47 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005088,317723411004,49 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005089,317723411005,51 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005090,317723411008,55 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005091,317723411009,57 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005092,317723411025,59 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005095,317723411013,63 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005098,317723412018,42 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005099,317723412021,60 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005101,317723412009,54 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005102,317723412010,48 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005103,317723412011,46 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005104,317723412012,44 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005105,317723412028,71 CINNAMON MOUNTAIN RD,MT CRESTED BUTTE
R005108,317723413001,"17 TREASURY RD, UNIT 1A",MT CRESTED BUTTE
R005110,317723413030,"17 TREASURY RD, UNIT 1B",MT CRESTED BUTTE
R005111,317723413004,"17 TREASURY RD, UNIT 2A",MT CRESTED BUTTE
R005112,317723413005,"17 TREASURY RD, UNIT 2B",MT CRESTED BUTTE
R005113,317723413006,"17 TREASURY RD, UNIT 3A",MT CRESTED BUTTE
R005114,317723413007,"17 TREASURY RD, UNIT 3B",MT CRESTED BUTTE
R005115,317723413008,"17 TREASURY RD, UNIT 1C",MT CRESTED BUTTE
R005116,317723413029,"17 TREASURY RD, UNIT 1D",MT CRESTED BUTTE
R005117,317723413011,"17 TREASURY RD, UNIT 2D",MT CRESTED BUTTE
R005118,317723413012,"17 TREASURY RD, UNIT 3C",MT CRESTED BUTTE
R005119,317723413013,"17 TREASURY RD, UNIT 3D",MT CRESTED BUTTE
R005120,317723413014,"17 TREASURY RD, UNIT 1E",MT CRESTED BUTTE
R005121,317723413015,"17 TREASURY RD, UNIT 1F",MT CRESTED BUTTE
R005122,317723413016,"17 TREASURY RD, UNIT 2E",MT CRESTED BUTTE
R005123,317723413017,"17 TREASURY RD, UNIT 2F",MT CRESTED BUTTE
R005124,317723413018,"17 TREASURY RD, UNIT 3E",MT CRESTED BUTTE
R005125,317723413019,"17 TREASURY RD, UNIT 3F",MT CRESTED BUTTE
R005128,317723413028,"17 TREASURY RD, UNIT 2C",MT CRESTED BUTTE
R005130,317723414001,"755 GOTHIC RD, UNIT 1",MT CRESTED BUTTE
R005131,317723414002,"755 GOTHIC RD, UNIT 2",MT CRESTED BUTTE
R005132,317723414004,"755 GOTHIC RD, UNIT 11",MT CRESTED BUTTE
R005133,317723414005,"755 GOTHIC RD, UNIT 3",MT CRESTED BUTTE
R005134,317723414006,"755 GOTHIC RD, UNIT 4",MT CRESTED BUTTE
R005135,317723414007,"755 GOTHIC RD, UNIT 5",MT CRESTED BUTTE
R005136,317723414008,"755 GOTHIC RD, UNIT 7",MT CRESTED BUTTE
R005137,317723414009,"755 GOTHIC RD, UNIT 10",MT CRESTED BUTTE
R005138,317723414010,"755 GOTHIC RD, UNIT 12",MT CRESTED BUTTE
R005139,317723414011,"755 GOTHIC RD, UNIT 6",MT CRESTED BUTTE
R005140,317723414012,"755 GOTHIC RD, UNIT 8",MT CRESTED BUTTE
R005141,317723414015,"755 GOTHIC RD, UNIT 9",MT CRESTED BUTTE
R005143,317723415001,"721 GOTHIC RD, UNIT B5",MT CRESTED BUTTE
R005144,317723415002,"721 GOTHIC RD, UNIT A1",MT CRESTED BUTTE
R005145,317723415003,"721 GOTHIC RD, UNIT A3",MT CRESTED BUTTE
R005146,317723415004,"721 GOTHIC RD, UNIT B1",MT CRESTED BUTTE
R005147,317723415005,"721 GOTHIC RD, UNIT B3",MT CRESTED BUTTE
R005148,317723415006,"721 GOTHIC RD, UNIT A2",MT CRESTED BUTTE
R005149,317723415007,"721 GOTHIC RD, UNIT A4",MT CRESTED BUTTE
R005150,317723415008,"721 GOTHIC RD, UNIT B2",MT CRESTED BUTTE
R005151,317723415009,"721 GOTHIC RD, UNIT B4",MT CRESTED BUTTE
R005152,317723416016,14 ANTHRACITE DR,MT CRESTED BUTTE
R005157,317723416008,18 ANTHRACITE DR,MT CRESTED BUTTE
R005158,317723416010,16 ANTHRACITE DR,MT CRESTED BUTTE
R005159,317723417018,24 WHETSTONE RD,MT CRESTED BUTTE
R005160,317723417002,26 WHETSTONE RD,MT CRESTED BUTTE
R005161,317723417004,30 WHETSTONE RD,MT CRESTED BUTTE
R005162,317723417005,32 WHETSTONE RD,MT CRESTED BUTTE
R005163,317723417022,34 WHETSTONE RD,MT CRESTED BUTTE
R005164,317723417008,38 WHETSTONE RD,MT CRESTED BUTTE
R005165,317723417009,40 WHETSTONE RD,MT CRESTED BUTTE
R005166,317723417010,44 WHETSTONE RD,MT CRESTED BUTTE
R005167,317723417013,28 WHETSTONE RD,MT CRESTED BUTTE
R005170,317723417023,36 WHETSTONE RD,MT CRESTED BUTTE
R005171,317723418001,30 TREASURY RD,MT CRESTED BUTTE
R005172,317723418002,28 TREASURY RD,MT CRESTED BUTTE
R005181,317723419007,740 GOTHIC RD,MT CRESTED BUTTE
R005183,317723419004,750 GOTHIC RD,MT CRESTED BUTTE
R005184,317723419005,11 WHETSTONE RD,MT CRESTED BUTTE
R005185,317723419008,15 WHETSTONE RD,MT CRESTED BUTTE
R005186,317723420001,"721 GOTHIC RD, UNIT C5",MT CRESTED BUTTE
R005187,317723420002,"721 GOTHIC RD, UNIT C1",MT CRESTED BUTTE
R005188,317723420003,"721 GOTHIC RD, UNIT C2",MT CRESTED BUTTE
R005189,317723420004,"721 GOTHIC RD, UNIT C3",MT CRESTED BUTTE
R005190,317723420005,"721 GOTHIC RD, UNIT C4",MT CRESTED BUTTE
R005191,317723420006,"721 GOTHIC RD, UNIT D1",MT CRESTED BUTTE
R005192,317723420007,"721 GOTHIC RD, UNIT D2",MT CRESTED BUTTE
R005193,317723420009,"721 GOTHIC RD, UNIT D3",MT CRESTED BUTTE
R005194,317723420010,"721 GOTHIC RD, UNIT D5",MT CRESTED BUTTE
R005195,317723420020,"721 GOTHIC RD, UNIT E1",MT CRESTED BUTTE
R005196,317723420012,"721 GOTHIC RD, UNIT E2",MT CRESTED BUTTE
R005197,317723420013,"721 GOTHIC RD, UNIT E4",MT CRESTED BUTTE
R005198,317723420014,"721 GOTHIC RD, UNIT E3",MT CRESTED BUTTE
R005199,317723420017,"721 GOTHIC RD, UNIT D4",MT CRESTED BUTTE
R005200,317723421001,"721 GOTHIC RD, UNIT J4",MT CRESTED BUTTE
R005201,317723421002,"721 GOTHIC RD, UNIT J2",MT CRESTED BUTTE
R005202,317723421003,"721 GOTHIC RD, UNIT L4",MT CRESTED BUTTE
R005203,317723421004,"721 GOTHIC RD, UNIT L2",MT CRESTED BUTTE
R005204,317723421005,"721 GOTHIC RD, UNIT L1",MT CRESTED BUTTE
R005205,317723421006,"721 GOTHIC RD, UNIT L3",MT CRESTED BUTTE
R005206,317723421007,"721 GOTHIC RD, UNIT J1",MT CRESTED BUTTE
R005207,317723421008,"721 GOTHIC RD, UNIT J3",MT CRESTED BUTTE
R005208,317723421009,"721 GOTHIC RD, UNIT J5",MT CRESTED BUTTE
R005209,317723421010,"721 GOTHIC RD, UNIT L5",MT CRESTED BUTTE
R005210,317723421011,"721 GOTHIC RD, UNIT M4",MT CRESTED BUTTE
R005211,317723421012,"721 GOTHIC RD, UNIT M2",MT CRESTED BUTTE
R005212,317723421013,"721 GOTHIC RD, UNIT O-4",MT CRESTED BUTTE
R005213,317723421014,"721 GOTHIC RD, UNIT O-2",MT CRESTED BUTTE
R005214,317723421015,"721 GOTHIC RD, UNIT O-1",MT CRESTED BUTTE
R005215,317723421016,"721 GOTHIC RD, UNIT O-3",MT CRESTED BUTTE
R005216,317723421017,"721 GOTHIC RD, UNIT M1",MT CRESTED BUTTE
R005217,317723421018,"721 GOTHIC RD, UNIT M3",MT CRESTED BUTTE
R005218,317723421019,"721 GOTHIC RD, UNIT M5",MT CRESTED BUTTE
R005219,317723421021,"721 GOTHIC RD, UNIT P1",MT CRESTED BUTTE
R005220,317723422001,,
R005221,317723423001,GOTHIC RD,MT CRESTED BUTTE
R005222,317723424001,"15 MARCELLINA LN, UNIT 101",MT CRESTED BUTTE
R005223,317723424002,"15 MARCELLINA LN, UNIT 102",MT CRESTED BUTTE
R005224,317723424003,"15 MARCELLINA LN, UNIT 103",MT CRESTED BUTTE
R005225,317723424004,"15 MARCELLINA LN, UNIT 104",MT CRESTED BUTTE
R005226,317723424006,"15 MARCELLINA LN, UNIT 106",MT CRESTED BUTTE
R005227,317723424007,"15 MARCELLINA LN, UNIT 107",MT CRESTED BUTTE
R005228,317723424008,"15 MARCELLINA LN, UNIT 108",MT CRESTED BUTTE
R005229,317723424009,"15 MARCELLINA LN, UNIT 109",MT CRESTED BUTTE
R005230,317723424010,"15 MARCELLINA LN, UNIT 110",MT CRESTED BUTTE
R005231,317723424011,"15 MARCELLINA LN, UNIT 111",MT CRESTED BUTTE
R005232,317723424012,"15 MARCELLINA LN, UNIT 112",MT CRESTED BUTTE
R005233,317723424013,"15 MARCELLINA LN, UNIT 113",MT CRESTED BUTTE
R005234,317723424014,"15 MARCELLINA LN, UNIT 114",MT CRESTED BUTTE
R005235,317723424015,"15 MARCELLINA LN, UNIT 115",MT CRESTED BUTTE
R005236,317723424016,"15 MARCELLINA LN, UNIT 116",MT CRESTED BUTTE
R005237,317723424019,"15 MARCELLINA LN, UNIT 119",MT CRESTED BUTTE
R005238,317723424020,"15 MARCELLINA LN, UNIT 120",MT CRESTED BUTTE
R005239,317723424021,"15 MARCELLINA LN, UNIT 121",MT CRESTED BUTTE
R005240,317723424022,"15 MARCELLINA LN, UNIT 122",MT CRESTED BUTTE
R005241,317723424023,"15 MARCELLINA LN, UNIT 123",MT CRESTED BUTTE
R005242,317723424024,"15 MARCELLINA LN, UNIT 124",MT CRESTED BUTTE
R005243,317723424035,"15 MARCELLINA LN, UNIT 117",MT CRESTED BUTTE
R005246,317723424032,"15 MARCELLINA LN, UNIT 118",MT CRESTED BUTTE
R005248,317723424031,"15 MARCELLINA LN, UNIT 105",MT CRESTED BUTTE
R005250,317723425111,"701 GOTHIC RD, UNIT C14",MT CRESTED BUTTE
R005253,317723425005,"701 GOTHIC RD, UNIT C1",MT CRESTED BUTTE
R005254,317723425127,"701 GOTHIC RD, UNIT C13&15",MT CRESTED BUTTE
R005259,317723425109,"701 GOTHIC RD, UNIT C7",MT CRESTED BUTTE
R005260,317723425110,"701 GOTHIC RD, UNIT C8",MT CRESTED BUTTE
R005261,317723425112,"701 GOTHIC RD, UNIT C18",MT CRESTED BUTTE
R005267,317723425019,"701 GOTHIC RD, UNIT R-136",MT CRESTED BUTTE
R005268,317723425020,"701 GOTHIC RD, UNIT CR2",MT CRESTED BUTTE
R005269,317723425021,"701 GOTHIC RD, UNIT CR3",MT CRESTED BUTTE
R005270,317723425022,"701 GOTHIC RD, UNIT R142",MT CRESTED BUTTE
R005271,317723425023,"701 GOTHIC RD, UNIT R131",MT CRESTED BUTTE
R005272,317723425024,"701 GOTHIC RD, UNIT R133",MT CRESTED BUTTE
R005273,317723425025,"701 GOTHIC RD, UNIT R135",MT CRESTED BUTTE
R005274,317723425026,"701 GOTHIC RD, UNIT R137",MT CRESTED BUTTE
R005275,317723425027,"701 GOTHIC RD, UNIT R139",MT CRESTED BUTTE
R005276,317723425028,"701 GOTHIC RD, UNIT R141",MT CRESTED BUTTE
R005277,317723425029,"701 GOTHIC RD, UNIT R143",MT CRESTED BUTTE
R005278,317723425030,"701 GOTHIC RD, UNIT R201",MT CRESTED BUTTE
R005279,317723425031,"701 GOTHIC RD, UNIT R203",MT CRESTED BUTTE
R005280,317723425032,"701 GOTHIC RD, UNIT R205",MT CRESTED BUTTE
R005281,317723425033,"701 GOTHIC RD, UNIT C19",MT CRESTED BUTTE
R005282,317723425034,"701 GOTHIC RD, UNIT R231",MT CRESTED BUTTE
R005283,317723425035,"701 GOTHIC RD, UNIT R233",MT CRESTED BUTTE
R005286,317723425038,"701 GOTHIC RD, UNIT R239",MT CRESTED BUTTE
R005287,317723425039,"701 GOTHIC RD, UNIT R241",MT CRESTED BUTTE
R005288,317723425040,"701 GOTHIC RD, UNIT R243",MT CRESTED BUTTE
R005289,317723425041,"701 GOTHIC RD, UNIT R202",MT CRESTED BUTTE
R005290,317723425042,"701 GOTHIC RD, UNIT R204",MT CRESTED BUTTE
R005291,317723425043,"701 GOTHIC RD, UNIT R206",MT CRESTED BUTTE
R005292,317723425044,"701 GOTHIC RD, UNIT R208",MT CRESTED BUTTE
R005293,317723425045,"701 GOTHIC RD, UNIT R232",MT CRESTED BUTTE
R005294,317723425046,"701 GOTHIC RD, UNIT R234",MT CRESTED BUTTE
R005295,317723425047,"701 GOTHIC RD, UNIT R236",MT CRESTED BUTTE
R005296,317723425048,"701 GOTHIC RD, UNIT R238",MT CRESTED BUTTE
R005297,317723425049,"701 GOTHIC RD, UNIT R240",MT CRESTED BUTTE
R005298,317723425050,"701 GOTHIC RD, UNIT R242",MT CRESTED BUTTE
R005299,317723425051,"701 GOTHIC RD, UNIT R244",MT CRESTED BUTTE
R005300,317723425052,"701 GOTHIC RD, UNIT R301",MT CRESTED BUTTE
R005301,317723425053,"701 GOTHIC RD, UNIT R303",MT CRESTED BUTTE
R005302,317723425054,"701 GOTHIC RD, UNIT R305",MT CRESTED BUTTE
R005303,317723425055,"701 GOTHIC RD, UNIT C20",MT CRESTED BUTTE
R005304,317723425056,"701 GOTHIC RD, UNIT R331",MT CRESTED BUTTE
R005305,317723425057,"701 GOTHIC RD, UNIT R333",MT CRESTED BUTTE
R005306,317723425058,"701 GOTHIC RD, UNIT R335",MT CRESTED BUTTE
R005307,317723425059,"701 GOTHIC RD, UNIT R337",MT CRESTED BUTTE
R005308,317723425060,"701 GOTHIC RD, UNIT R339",MT CRESTED BUTTE
R005309,317723425119,"701 GOTHIC RD, UNIT R341",MT CRESTED BUTTE
R005310,317723425062,"701 GOTHIC RD, UNIT R343",MT CRESTED BUTTE
R005311,317723425063,"701 GOTHIC RD, UNIT R302",MT CRESTED BUTTE
R005312,317723425064,"701 GOTHIC RD, UNIT R304",MT CRESTED BUTTE
R005313,317723425065,"701 GOTHIC RD, UNIT R306",MT CRESTED BUTTE
R005314,317723425066,"701 GOTHIC RD, UNIT R308",MT CRESTED BUTTE
R005315,317723425067,"701 GOTHIC RD, UNIT R332",MT CRESTED BUTTE
R005316,317723425068,"701 GOTHIC RD, UNIT R334",MT CRESTED BUTTE
R005317,317723425069,"701 GOTHIC RD, UNIT R336",MT CRESTED BUTTE
R005318,317723425126,"701 GOTHIC RD, UNIT R338",MT CRESTED BUTTE
R005319,317723425071,"701 GOTHIC RD, UNIT R340",MT CRESTED BUTTE
R005320,317723425072,"701 GOTHIC RD, UNIT R342",MT CRESTED BUTTE
R005321,317723425073,"701 GOTHIC RD, UNIT R344",MT CRESTED BUTTE
R005322,317723426001,"710 GOTHIC RD, UNIT 1",MT CRESTED BUTTE
R005323,317723426002,"710 GOTHIC RD, UNIT 2",MT CRESTED BUTTE
R005324,317723426003,"710 GOTHIC RD, UNIT 3",MT CRESTED BUTTE
R005325,317723426004,"710 GOTHIC RD, UNIT 4",MT CRESTED BUTTE
R005326,317723426005,"710 GOTHIC RD, UNIT 5",MT CRESTED BUTTE
R005327,317723426006,"710 GOTHIC RD, UNIT 6",MT CRESTED BUTTE
R005328,317723426007,"710 GOTHIC RD, UNIT 7",MT CRESTED BUTTE
R005329,317723426008,"710 GOTHIC RD, UNIT 8",MT CRESTED BUTTE
R005330,317723426009,"710 GOTHIC RD, UNIT 9",MT CRESTED BUTTE
R005331,317724211010,GOTHIC RD,MT CRESTED BUTTE
R005334,317724201001,15 WINTERSET DR,MT CRESTED BUTTE
R005335,317724201002,13 WINTERSET DR,MT CRESTED BUTTE
R005336,317724201017,11 WINTERSET DR,MT CRESTED BUTTE
R005341,317724201012,23 WINTERSET DR,MT CRESTED BUTTE
R005342,317724201016,25 WINTERSET DR,MT CRESTED BUTTE
