ACCOUNTNO,PARCELNO,SITUS,PROPERTYCITY
R045036,343100002003,472 BRISTLECONE TRL,TAYLOR RIVER CANYON
R045037,343100002004,BRISTLECONE TRL,TAYLOR RIVER CANYON
R045039,370100000203,1453 COUNTY ROAD 730,OHIO CREEK VALLEY
R045040,370135301011,1397 W DENVER AVE,GUNNISON
R045041,370135301012,W DENVER AVE,GUNNISON
R045042,404900000157,ALPINE PLATEAU RD,ARROWHEAD AREA
R045043,370113014001,40 REGENT CIR,GUNNISON
R045044,370113014002,64 REGENT CIR,GUNNISON
R045045,370113014003,92 REGENT CIR,GUNNISON
R045046,370113014004,112 REGENT CIR,GUNNISON
R045047,370113014005,130 REGENT CIR,GUNNISON
R045048,370113014006,148 REGENT CIR,GUNNISON
R045049,370113014007,160 REGENT CIR,GUNNISON
R045050,370113014008,174 REGENT CIR,GUNNISON
R045051,370113014009,186 REGENT CIR,GUNNISON
R045052,370113014010,208 REGENT CIR,GUNNISON
R045053,370113014011,238 REGENT CIR,GUNNISON
R045054,370113014012,264 REGENT CIR,GUNNISON
R045055,370113014013,292 REGENT CIR,GUNNISON
R045056,370113014014,322 REGENT CIR,GUNNISON
R045057,370113014015,REGENT CIR,GUNNISON
R045058,370113014016,REGENT CIR,GUNNISON
R045059,370113015001,311 REGENT CIR,GUNNISON
R045060,370113015002,287 REGENT CIR,GUNNISON
R045061,370113015003,259 REGENT CIR,GUNNISON
R045062,370113015004,233 REGENT CIR,GUNNISON
R045063,370113015005,215 REGENT CIR,GUNNISON
R045064,370113015006,REGENT CIR,GUNNISON
R045065,291726148001,E HILL ST,MARBLE
R045068,370136232002,1155 N MAIN ST,GUNNISON
R045069,370136233005,STATE HIGHWAY 135,GUNNISON
R045070,370136233002,204 SYDNEY ST,GUNNISON
R045071,370136233003,204 SYDNEY ST,GUNNISON
R045074,325721104038,57 GLORIA PL,CRESTED BUTTE SOUTH
R045076,378702112006,"301 S 12TH ST, UNIT C",GUNNISON
R045078,343100000007,SAGE GROUSE TRL,TAYLOR RIVER CANYON
R045081,405117002088,SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R045082,398500000061,US HIGHWAY 50,PINE CREEK MESA / BLUE MESA AREA
R045083,398500000062,US HIGHWAY 50,PINE CREEK MESA / BLUE MESA AREA
R045085,325512038002,"338 RIVERLAND DR, UNIT A2",RIVERLAND
R045087,325503136026,"223 ELK AVE, UNIT 101",CRESTED BUTTE
R045088,325503136027,"223 ELK AVE, UNIT 102",CRESTED BUTTE
R045089,325503136028,"223 ELK AVE, UNIT 201",CRESTED BUTTE
R045090,325503136029,"223 ELK AVE, UNIT 202",CRESTED BUTTE
R045092,325721102021,75 ANDERSON DR,CRESTED BUTTE SOUTH
R045093,325727200014,UPPER ALLEN RD,CRESTED BUTTE SOUTH
R045094,378702118009,303 S 11TH ST,GUNNISON
R045095,378702139011,500 S 12TH ST,GUNNISON
R045096,398331001003,ALPINE PLATEAU RD,ARROWHEAD AREA
R045097,398331002011,ALPINE PLATEAU RD,ARROWHEAD AREA
R045167,325512039001,33 ALPINE CT,SKYLAND AREA
R045168,325512039002,47 ALPINE CT,SKYLAND AREA
R045169,325727247001,"337 CEMENT CREEK RD, UNIT A",CEMENT CREEK
R045170,325727247002,"337 CEMENT CREEK RD, UNIT B",CEMENT CREEK
R045171,325727247003,"337 CEMENT CREEK RD, UNIT C",CEMENT CREEK
R045172,325727247004,"337 CEMENT CREEK RD, UNIT D",CEMENT CREEK
R045173,325721107001,"99 GLORIA PL, UNIT WEST",CRESTED BUTTE SOUTH
R045174,325721107002,"99 GLORIA PL, UNIT EAST",CRESTED BUTTE SOUTH
R045176,317726301034,21 GLACIER LILY WAY,GOTHIC CORRIDOR
R045177,317723101056,930 GOTHIC RD,MT CRESTED BUTTE
R045178,351722002012,151 DEER PATH LN,ALMONT
R045181,396900000055,US HIGHWAY 50,TOMICHI CREEK
R045182,378903002017,450 INDUSTRIAL PARK RD,GUNNISON
R045185,397300000063,8111 COUNTY ROAD 38,GOLD BASIN AREA
R045186,370124015007,GLEN CT,GUNNISON
R045187,405100000095,,CEBOLLA CREEK DRAINAGE
R045188,369109135006,118 ARMSTRONG ST,PITKIN
R045189,405120003039,16 STONY TRL,BLUE MESA SUBDIVISION AREA
R045190,317726146001,"621 GOTHIC RD, UNIT 1A",MT CRESTED BUTTE
R045191,317726146002,"621 GOTHIC RD, UNIT 1B",MT CRESTED BUTTE
R045192,317726146003,"621 GOTHIC RD, UNIT 1C",MT CRESTED BUTTE
R045193,317726146004,"621 GOTHIC RD, UNIT 2A",MT CRESTED BUTTE
R045194,317726146005,"621 GOTHIC RD, UNIT 2C",MT CRESTED BUTTE
R045195,317726146006,"621 GOTHIC RD, UNIT 3A",MT CRESTED BUTTE
R045196,317726146007,"621 GOTHIC RD, UNIT 3B",MT CRESTED BUTTE
R045197,317726146008,"621 GOTHIC RD, UNIT 3C",MT CRESTED BUTTE
R045198,325503112011,"309 SIXTH ST, UNIT A",CRESTED BUTTE
R045199,325503112012,"309 SIXTH ST, UNIT B",CRESTED BUTTE
R045200,325503112013,"307 SIXTH ST, UNIT C",CRESTED BUTTE
R045201,351700000043,29 LOST RIVER LN,GUNNISON
R045202,317726463007,12 NEVADA SUMMIT DR,MT CRESTED BUTTE
R045203,317726463009,16 NEVADA SUMMIT DR,MT CRESTED BUTTE
R045204,379500000030,7500 COUNTY ROAD 887,WAUNITA HOT SPRINGS VICINITY
R045205,317726463011,13 NEVADA SUMMIT DR,MT CRESTED BUTTE
R045206,317726463013,17 NEVADA SUMMIT DR,MT CRESTED BUTTE
R045207,405300000120,COUNTY ROAD 29,POWDERHORN AREA
R045208,378500000047,US HIGHWAY 50,GUNNISON
R045212,317726301035,12 GLACIER LILY WAY,GOTHIC CORRIDOR
R045213,370136008001,"210 W SPENCER AVE, UNIT A",GUNNISON
R045214,370136008002,"210 W SPENCER AVE, UNIT B",GUNNISON
R045215,370136008003,"210 W SPENCER AVE, UNIT C",GUNNISON
R045216,325512041001,"12 ALPINE CT, UNIT A",SKYLAND AREA
R045217,325512041002,"20 ALPINE CT, UNIT B",SKYLAND AREA
R045218,325727248001,"33 GILLASPEY AVE, UNIT 1",CRESTED BUTTE SOUTH
R045219,325727248002,"33 GILLASPEY AVE, UNIT 2",CRESTED BUTTE SOUTH
R045220,325512040001,"515 RIVERLAND DR, UNIT 101",RIVERLAND
R045221,325512040002,"515 RIVERLAND DR, UNIT 102",RIVERLAND
R045222,325512040003,"515 RIVERLAND DR, UNIT 103",RIVERLAND
R045223,325512040004,"515 RIVERLAND DR, UNIT 201",RIVERLAND
R045224,325512040005,"515 RIVERLAND DR, UNIT 202",RIVERLAND
R045225,325512040006,"515 RIVERLAND DR, UNIT 203",RIVERLAND
R045227,398500001002,US HIGHWAY 50,PINE CREEK MESA / BLUE MESA AREA
R045229,325503106009,509 GOTHIC AVE,CRESTED BUTTE
R045230,369110219007,836 RIVER ST,PITKIN
R045231,369110219004,RIVER ST,PITKIN
R045235,379300000075,COUNTY ROAD 76,PARLIN
R045236,325722202067,501 ANDERSON DR,CRESTED BUTTE SOUTH
R045237,325503156012,WHITEROCK AVE,CRESTED BUTTE
R045239,342707411006,S GRAND AVE,TINCUP AREA
R045240,342707411007,144 N GRAND AVE,TINCUP AREA
R045241,378710034001,TOMICHI CREEK LOOP,GUNNISON
R045242,378710034002,384 TOMICHI CREEK LOOP,GUNNISON
R045243,378710034003,364 TOMICHI CREEK LOOP,GUNNISON
R045244,378710034004,344 TOMICHI CREEK LOOP,GUNNISON
R045245,378710034005,324 TOMICHI CREEK LOOP,GUNNISON
R045246,378710034006,300 TOMICHI CREEK LOOP,GUNNISON
R045247,378710034007,282 TOMICHI CREEK LOOP,GUNNISON
R045248,378710034008,262 TOMICHI CREEK LOOP,GUNNISON
R045249,378710034009,252 TOMICHI CREEK LOOP,GUNNISON
R045250,378710034010,242 TOMICHI CREEK LOOP,GUNNISON
R045251,378710034011,TOMICHI CREEK LOOP,GUNNISON
R045252,378710034012,128 TOMICHI CREEK LOOP,GUNNISON
R045253,378710034013,120 TOMICHI CREEK LOOP,GUNNISON
R045254,378710034014,112 TOMICHI CREEK LOOP,GUNNISON
R045255,378710034015,104 TOMICHI CREEK LOOP,GUNNISON
R045256,378710034016,96 TOMICHI CREEK LOOP,GUNNISON
R045257,378710034017,TOMICHI CREEK LOOP,GUNNISON
R045258,378710034018,TOMICHI CREEK LOOP,GUNNISON
R045259,378710035001,TOMICHI CREEK LOOP,GUNNISON
R045260,378710035002,205 TOMICHI CREEK LOOP,GUNNISON
R045261,378710035003,185 TOMICHI CREEK LOOP,GUNNISON
R045262,378710035004,165 TOMICHI CREEK LOOP,GUNNISON
R045263,378710035005,121 TOMICHI CREEK LOOP,GUNNISON
R045264,378710035006,95 TOMICHI CREEK LOOP,GUNNISON
R045265,378710035007,71 TOMICHI CREEK LOOP,GUNNISON
R045266,378710035008,TOMICHI CREEK LOOP,GUNNISON
R045268,378702112008,304 S 11TH ST,GUNNISON
R045269,351722013001,"23 JANES LN, UNIT 23",ALMONT
R045270,351722013002,"24 JANES LN, UNIT 24",ALMONT
R045271,351722013003,"25 JANES LN, UNIT 25",ALMONT
R045272,351722013004,"130 COUNTY ROAD 742, UNIT 26",ALMONT
R045273,351722013005,"130 COUNTY ROAD 742, UNIT 27",ALMONT
R045274,351722013006,"28 JANES LN, UNIT 28",ALMONT
R045275,351722013007,"29 JANES LN, UNIT 29",ALMONT
R045276,351722013008,"30 JANES LN, UNIT 30",ALMONT
R045277,351722014001,"31 ANNAS LOOP, UNIT 31",ALMONT
R045278,351722014002,"32 ANNAS LOOP, UNIT 32",ALMONT
R045279,351722014003,"33 ANNAS LOOP, UNIT 33",ALMONT
R045280,351722014004,"34 ANNAS LOOP, UNIT 34",ALMONT
R045281,351722014005,"35 ANNAS LOOP, UNIT 35",ALMONT
R045282,351722014006,"36 ANNAS LOOP, UNIT 36",ALMONT
R045283,351722014007,"37 ANNAS LOOP, UNIT 37",ALMONT
R045284,351722014008,"38 ANNAS LOOP, UNIT 38",ALMONT
R045286,351722015001,"39 ANNAS LOOP, UNIT 39",ALMONT
R045287,351722015002,"40 ANNAS LOOP, UNIT 40",ALMONT
R045288,351722015003,"41 ANNAS LOOP, UNIT 41",ALMONT
R045289,351722015004,"42 ANNAS LOOP, UNIT 42",ALMONT
R045290,351722015005,"43 ANNAS LOOP, UNIT 43",ALMONT
R045291,351722015006,"44 ANNAS LOOP, UNIT 44",ALMONT
R045292,351722017001,49 ANNAS LOOP,ALMONT
R045293,351722016001,57 W TAYLOR DR,ALMONT
R045294,351722016002,"58 WEST TAYLOR DR, UNIT 58",ALMONT
R045295,351722016003,"59 WEST TAYLOR DR, UNIT 59",ALMONT
R045296,351722016004,"60 WEST TAYLOR DR, UNIT 60",ALMONT
R045297,351722016005,"61 WEST TAYLOR DR, UNIT 61",ALMONT
R045298,351722016006,"62 WEST TAYLOR DR, UNIT 62",ALMONT
R045299,351722016007,"63 WEST TAYLOR DR, UNIT 63",ALMONT
R045300,351722016008,"64 WEST TAYLOR DR, UNIT 64",ALMONT
R045301,351722016009,"130 COUNTY ROAD 742, UNIT 65",ALMONT
R045302,351722016010,"66 WEST TAYLOR DR, UNIT 66",ALMONT
R045303,351722016011,"67 WEST TAYLOR DR, UNIT 67",ALMONT
R045306,351722000051,399 GEORGE BAILEY DR,ALMONT
R045322,325512042001,"79 POWDERVIEW DR, UNIT C1",SKYLAND AREA
R045323,325512042002,"71 POWDERVIEW DR, UNIT C2",SKYLAND AREA
R045324,291707200020,EVERGREEN LN,CRYSTAL RIVER VALLEY
R045325,343118001005,10817 COUNTY ROAD 742,TAYLOR RIVER CANYON
R045326,424300000042,2851 COUNTY ROAD 27,POWDERHORN AREA
R045329,378702112009,321 S 12TH ST,GUNNISON
R045330,378702112010,313 S 12TH ST,GUNNISON
R045331,291527000025,,CRYSTAL TOWNSITE VICINITY
R045334,317713304001,101 PERRY CREEK ST,MT CRESTED BUTTE
R045335,317713304029,104 DRY BASIN ST,MT CRESTED BUTTE
R045336,317713304002,103 PERRY CREEK ST,MT CRESTED BUTTE
R045337,317713304003,105 PERRY CREEK ST,MT CRESTED BUTTE
R045338,317713304004,102 PERRY CREEK ST,MT CRESTED BUTTE
R045339,317713304005,104 PERRY CREEK ST,MT CRESTED BUTTE
R045340,317713304006,106 PERRY CREEK ST,MT CRESTED BUTTE
R045343,317713304031,101 DEER CREEK CIR,MT CRESTED BUTTE
R045344,317713304032,103 DEER CREEK CIR,MT CRESTED BUTTE
R045345,317713304035,109 DEER CREEK CIR,MT CRESTED BUTTE
R045346,317713304036,111 DEER CREEK CIR,MT CRESTED BUTTE
R045349,317713305025,110 DEER CREEK CIR,MT CRESTED BUTTE
R045350,317713305024,108 DEER CREEK CIR,MT CRESTED BUTTE
R045351,317713305023,106 DEER CREEK CIR,MT CRESTED BUTTE
R045352,317713305022,104 DEER CREEK CIR,MT CRESTED BUTTE
R045353,317713305021,102 DEER CREEK CIR,MT CRESTED BUTTE
R045354,317713305014,120 DEER CREEK CIR,MT CRESTED BUTTE
R045355,317713305015,118 DEER CREEK CIR,MT CRESTED BUTTE
R045356,317713304021,121 DEER CREEK CIR,MT CRESTED BUTTE
R045357,317713304030,102 DRY BASIN ST,MT CRESTED BUTTE
R045358,317713304033,105 DEER CREEK CIR,MT CRESTED BUTTE
R045359,317713304034,107 DEER CREEK CIR,MT CRESTED BUTTE
R045360,317713304037,113 DEER CREEK CIR,MT CRESTED BUTTE
R045361,317713304038,115 DEER CREEK CIR,MT CRESTED BUTTE
R045362,317713305028,116 DEER CREEK CIR,MT CRESTED BUTTE
R045363,317713305027,114 DEER CREEK CIR,MT CRESTED BUTTE
R045364,317713305026,112 DEER CREEK CIR,MT CRESTED BUTTE
R045368,317713305012,124 DEER CREEK CIR,MT CRESTED BUTTE
R045369,317713305013,122 DEER CREEK CIR,MT CRESTED BUTTE
R045370,317713304022,125 DEER CREEK CIR,MT CRESTED BUTTE
R045371,317713304023,127 DEER CREEK CIR,MT CRESTED BUTTE
R045372,317713304024,,MT CRESTED BUTTE
R045374,317713304026,PERRY CREEK ST,MT CRESTED BUTTE
R045376,317713305020,DEER CREEK CIR,MT CRESTED BUTTE
R045377,317713300009,COUNTY ROAD 317,MT CRESTED BUTTE
R045378,370136378001,"100 N MAIN ST, UNIT A",GUNNISON
R045379,370136378002,"100 N MAIN ST, UNIT B",GUNNISON
R045380,370136378003,"100 N MAIN ST, UNIT C",GUNNISON
R045381,370136378004,"100 N MAIN ST, UNIT D",GUNNISON
R045382,378702114005,910 W NEW YORK AVE,GUNNISON
R045383,291726103009,CARBONATE CREEK DR,MARBLE
R045385,370100004008,STILLWATER LN,OHIO CREEK VALLEY
R045387,370100007002,890 COUNTY ROAD 13,GUNNISON
R045389,379300000077,COUNTY ROAD 76,PARLIN
R045408,343322300018,COUNTY ROAD 744,SPRING CREEK
R045409,343328103002,6577 COUNTY ROAD 742,TAYLOR RIVER CANYON
R045410,343328103001,6745 COUNTY ROAD 742,TAYLOR RIVER CANYON
R045412,325721403033,733 ZELIGMAN ST,CRESTED BUTTE SOUTH
R045413,272500000026,,UPPER MUDDY
R045427,291727209007,183 DEER TRL,MARBLE
R045428,378708000030,251 COUNTY ROAD 32,GUNNISON
R045430,317735001035,COUNTY ROAD 317,GOTHIC CORRIDOR
R045431,317735001036,1185 COUNTY ROAD 317,GOTHIC CORRIDOR
R045434,318300000111,COUNTY ROAD 12,KEBLER PASS
R045436,370111001035,1221 SENECA DR,GUNNISON
R045441,378702173002,"428 S BOULEVARD ST, UNIT A",GUNNISON
R045442,378702173001,"428 S BOULEVARD ST, UNIT B",GUNNISON
R045443,378702173003,428 S BOULEVARD ST,GUNNISON
R045444,378702135007,432 S BOULEVARD ST,GUNNISON
R045446,351733404001,20 LUCILE LN,ALMONT
R045447,351733404002,50 LUCILE LN,GUNNISON
R045448,351733404003,80 LUCILE LN,ALMONT
R045450,351733403002,75 LUCILE LN,GUNNISON
R045451,369525203009,151 MOUNTAIN LION LN,OHIO CITY
R045454,325502002002,,CRESTED BUTTE
R045456,368934001093,COUNTY ROAD 888,WHITE PINE - UPPER TOMICHI
R045457,369110219009,RIVER ST,PITKIN
R045458,369110219011,832 RIVER ST,PITKIN
R045459,370136224008,1160 N MAIN ST,GUNNISON
R045461,370135402006,715 N 14TH ST,GUNNISON
R045463,325503106011,515 GOTHIC AVE,CRESTED BUTTE
R045466,370136000050,ESCALANTE DR,GUNNISON
R045467,351722018007,16 E TAYLOR DR,ALMONT
R045468,351722018008,"15 E TAYLOR DR, UNIT 15",ALMONT
R045469,351722018006,"17 EAST TAYLOR DR, UNIT 17",ALMONT
R045470,351722018005,"18 EAST TAYLOR DR, UNIT 18",ALMONT
R045471,351722018004,"19 EAST TAYLOR DR, UNIT 19",ALMONT
R045472,351722018003,"20 EAST TAYLOR DR, UNIT 20",ALMONT
R045473,351722018002,"21 EAST TAYLOR DR, UNIT 21",ALMONT
R045474,351722018001,"22 EAST TAYLOR DR, UNIT 22",ALMONT
R045475,351722020001,COUNTY ROAD 742,ALMONT
R045476,351722019001,COUNTY ROAD 742,ALMONT
R045479,370125008004,100 SNOWFLAKE TRL,GUNNISON
R045480,370125008005,120 SNOWFLAKE TRL,GUNNISON
R045481,370125008001,155 SNOWFLAKE TRL,GUNNISON
R045482,370125008006,150 SNOWFLAKE TRL,GUNNISON
R045483,299312108004,FOREST SERVICE ROAD 317,SCHOFIELD
R045484,326300002005,24951 COUNTY ROAD 765,TAYLOR PARK
R045488,370136339024,617 N COLORADO ST,GUNNISON
R045491,370124003023,76 CHINOOK TRL,GUNNISON
R045492,317726464001,101 BIG SKY DR,MT CRESTED BUTTE
R045493,317726464002,103 BIG SKY DR,MT CRESTED BUTTE
R045494,317726464003,105 BIG SKY DR,MT CRESTED BUTTE
R045495,378702174001,"313 S BOULEVARD ST, UNIT A",GUNNISON
R045496,378702174002,"313 S BOULEVARD ST, UNIT B",GUNNISON
R045498,343300005018,196 WILDWATER WAY,TAYLOR RIVER CANYON
R045499,343300005017,280 WILDWATER WAY,TAYLOR RIVER CANYON
R045500,343300005008,470 WILDWATER WAY,TAYLOR RIVER CANYON
R045501,343300005007,520 WILDWATER WAY,TAYLOR RIVER CANYON
R045502,343300005006,,TAYLOR RIVER CANYON
R045503,343300005005,610 WILDWATER WAY,TAYLOR RIVER CANYON
R045504,343300005003,874 WILDWATER WAY,TAYLOR RIVER CANYON
R045505,343300005009,976 WILDWATER WAY,TAYLOR RIVER CANYON
R045506,343300005015,1028 WILDWATER WAY,TAYLOR RIVER CANYON
R045507,343300005012,1090 WILDWATER WAY,TAYLOR RIVER CANYON
R045508,343300005013,1120 WILDWATER WAY,TAYLOR RIVER CANYON
R045509,343300005019,1272 WILDWATER WAY,TAYLOR RIVER CANYON
R045510,343300005014,1350 WILDWATER WAY,TAYLOR RIVER CANYON
R045511,343300005001,160 STONE FLY TRL,TAYLOR RIVER CANYON
R045515,343300005024,,TAYLOR RIVER CANYON
R045516,343300005025,,TAYLOR RIVER CANYON
R045519,370113016002,SPRING MEADOWS TRL,GUNNISON
R045520,370113016003,SPRING MEADOWS TRL,GUNNISON
R070323,325503126031,124 BUTTE AVE,CRESTED BUTTE
R070325,325503126033,120 BUTTE AVE,CRESTED BUTTE
R070398,378900000068,43990 US HIGHWAY 50,TOMICHI CREEK
R070406,317700000183,COUNTY ROAD 734,SLATE RIVER VALLEY
R070412,405120002015,CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R070428,370135431001,"1010 W VIRGINIA AVE, UNIT 33",GUNNISON
R070475,378702228007,S 6TH ST,GUNNISON
R070477,378702244001,S 6TH ST,GUNNISON
R070478,378702244002,"300 S 6TH ST, UNIT B",GUNNISON
R070479,378702244003,"300 S 6TH ST, UNIT A",GUNNISON
R070480,378702244004,"320 S 6TH ST, UNIT F",GUNNISON
R070498,291726223001,W MAIN ST,MARBLE
R070522,405118004025,1067 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R070527,405118003036,UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R070529,325706016001,227 PAR LN,SKYLAND AREA
R070530,325706016002,229 PAR LN,SKYLAND AREA
R070531,379500000032,,
R070532,379500000034,,
R070533,343900000038,,OHIO CREEK VALLEY
R070534,378709000026,,GUNNISON
R070536,352500000185,141 TERRIBLE MOUNTAIN RD,QUARTZ CREEK AREA
R070539,350300000023,FOREST SERVICE ROAD 814,CRAWFORD AREA
R070540,350300000024,FOREST SERVICE ROAD 814,CRAWFORD AREA
R070541,291900000094,,MCCLURE PASS AREA
R070566,318300005002,,KEBLER PASS
R070572,318302001011,,KEBLER PASS
R070575,318302001003,3425 RAGGED RD,KEBLER PASS
R070576,318302001002,3401 RAGGED RD,KEBLER PASS
R070577,318302001001,RAGGED RD,KEBLER PASS
R070578,318302001004,3475 RAGGED RD,KEBLER PASS
R070580,298900002003,,KEBLER PASS
R070581,298900002002,,KEBLER PASS
R070582,298900002004,176 RAGGED RD,KEBLER PASS
R070597,369301000017,,QUARTZ CREEK AREA
R070598,369301000016,,QUARTZ CREEK AREA
R070600,325707018019,"180 S AVION DR, UNIT 101",SKYLAND AREA
R070601,325707018020,"180 S AVION DR, UNIT 102",SKYLAND AREA
R070602,325707018021,"180 S AVION DR, UNIT 201",SKYLAND AREA
R070603,325707018022,"180 S AVION DR, UNIT 202",SKYLAND AREA
R070604,325707018015,"45 ELK VALLEY RD, UNIT 101",SKYLAND AREA
R070605,325707018016,"45 ELK VALLEY RD, UNIT 102",SKYLAND AREA
R070606,325707018017,"45 ELK VALLEY RD, UNIT 201",SKYLAND AREA
R070607,325707018018,"45 ELK VALLEY RD, UNIT 202",SKYLAND AREA
R070608,325707018023,"212 S AVION DR, UNIT 101",SKYLAND AREA
R070609,325707018024,"212 S AVION DR, UNIT 102",SKYLAND AREA
R070610,325707018025,"212 S AVION DR, UNIT 201",SKYLAND AREA
R070611,325707018026,"212 S AVION DR, UNIT 202",SKYLAND AREA
R070612,325707018027,"214 S AVION DR, UNIT 101",SKYLAND AREA
R070613,325707018028,"214 S AVION DR, UNIT 102",SKYLAND AREA
R070614,325707018029,"214 S AVION DR, UNIT 201",SKYLAND AREA
R070615,325707018030,"214 S AVION DR, UNIT 202",SKYLAND AREA
R070616,343117001005,21 DOUGLAS TRL,TAYLOR RIVER CANYON
R070617,343117001006,12500 COUNTY ROAD 742,TAYLOR RIVER CANYON
R070618,370136005014,710 N MAIN ST,GUNNISON
R070619,370136005015,712 N MAIN ST,GUNNISON
R070620,370136005016,714 N MAIN ST,GUNNISON
R070621,370136005017,716 N MAIN ST,GUNNISON
R070622,370136005018,718 N MAIN ST,GUNNISON
R070623,370100008007,379 MEADOW VIEW TRL,OHIO CREEK VALLEY
R070624,370100008006,433 MEADOW VIEW TRL,OHIO CREEK VALLEY
R070625,370100008005,509 MEADOW VIEW TRL,OHIO CREEK VALLEY
R070626,370100008004,559 MEADOW VIEW TRL,OHIO CREEK VALLEY
R070627,370100008003,623 MEADOW VIEW TRL,OHIO CREEK VALLEY
R070628,370100008002,677 MEADOW VIEW TRL,OHIO CREEK VALLEY
R070629,370100008001,655 MEADOW VIEW TRL,OHIO CREEK VALLEY
R070630,404918005051,619 SPRUCE RD,ARROWHEAD AREA
R070631,404918000005,ALPINE PLATEAU RD,ARROWHEAD AREA
R070632,317713305017,130 DEER CREEK CIR,MT CRESTED BUTTE
R070633,317713305018,128 DEER CREEK CIR,MT CRESTED BUTTE
R070634,317713305019,126 DEER CREEK CIR,MT CRESTED BUTTE
R070635,378702166008,"415 S 14TH ST, UNIT 4",GUNNISON
R070636,378702166009,"415 S 14TH ST, UNIT 5",GUNNISON
R070637,317723430006,"720 GOTHIC RD, UNIT 4",MT CRESTED BUTTE
R070638,317723430007,720 GOTHIC RD,MT CRESTED BUTTE
R070639,325512043001,71 CREEKSIDE LN,RIVERLAND
R070640,325512043002,99 CREEKSIDE LN,RIVERLAND
R070641,325512043003,CREEKSIDE LN,RIVERLAND
R070642,325512043004,CREEKSIDE LN,RIVERLAND
R070643,325512043005,CREEKSIDE LN,RIVERLAND
R070645,325727249001,"72 ENDNER PL, UNIT A",CRESTED BUTTE SOUTH
R070646,325727249002,"72 ENDNER PL, UNIT B",CRESTED BUTTE SOUTH
R070650,370114002024,564 SENECA DR,GUNNISON
R070651,370114002025,SENECA DR,GUNNISON
R070655,431311001011,STATE HIGHWAY 149,LAKE FORK OF THE GUNNISON DRAINAGE
R070656,431300001001,STATE HIGHWAY 149,LAKE FORK OF THE GUNNISON DRAINAGE
R070657,431300001002,STATE HIGHWAY 149,LAKE FORK OF THE GUNNISON DRAINAGE
R070658,431300001003,STATE HIGHWAY 149,LAKE FORK OF THE GUNNISON DRAINAGE
R070659,431300001004,STATE HIGHWAY 149,LAKE FORK OF THE GUNNISON DRAINAGE
R070660,431300001005,STATE HIGHWAY 149,LAKE FORK OF THE GUNNISON DRAINAGE
R070661,431300001006,STATE HIGHWAY 149,LAKE FORK OF THE GUNNISON DRAINAGE
R070665,325728002002,21016 STATE HIGHWAY 135,UPPER EAST RIVER VALLEY
R070666,325728002001,STATE HIGHWAY 135,UPPER EAST RIVER VALLEY
R070667,317722301010,90 SNODGRASS LN,MERIDIAN LAKE AREA
R070668,317722301009,87 SNODGRASS LN,MERIDIAN LAKE AREA
R070669,405130003068,119 COCHETOPA TRL,BLUE MESA SUBDIVISION AREA
R070670,405130003069,51 COCHETOPA TRL,BLUE MESA SUBDIVISION AREA
R070673,291900000097,,
R070674,291900000096,,
R070675,325503133012,28 GOTHIC AVE,CRESTED BUTTE
R070676,325503133011,30 GOTHIC AVE,CRESTED BUTTE
R070677,291900001017,1399 BULL MOUNTAIN RD,MCCLURE PASS AREA
R070678,291900001016,BULL MOUNTAIN RD,MCCLURE PASS AREA
R070681,378902007005,HOMESTEAD RD,TOMICHI CREEK
R070684,404532000017,1676 COUNTY ROAD 858,CIMARRON RIVER AREA
R070687,378701204019,110 S MAIN ST,GUNNISON
R070688,378701204020,112 S MAIN ST,GUNNISON
R070694,325502232025,714 MAROON AVE,CRESTED BUTTE
R070695,325502232026,716 MAROON AVE,CRESTED BUTTE
R070719,379100000068,50050 US HIGHWAY 50,TOMICHI CREEK
R070720,379100000069,US HIGHWAY 50,TOMICHI CREEK
R070729,368935000040,,WHITE PINE - UPPER TOMICHI
R070730,378702242011,607 ELSA CT,GUNNISON
R070732,325721101022,BARBRA PL,CRESTED BUTTE SOUTH
R070733,369110221011,600 RIVER ST,PITKIN
R070734,369110221010,612 RIVER ST,PITKIN
R070735,325500011022,94 HIDDEN MINE RD,UPPER EAST RIVER VALLEY
R070736,325500010012,369 SMITH RD,RIVERBEND
R070737,325500010013,379 SMITH RD,RIVERBEND
R070738,431300000039,STATE HIGHWAY 149,LAKE FORK OF THE GUNNISON DRAINAGE
R070739,404500000059,COUNTY ROAD 864,LITTLE CIMARRON RIVER AREA
R070740,404500000060,COUNTY ROAD 864,LITTLE CIMARRON RIVER AREA
R070741,378710001084,767 RIO VISTA RD,GUNNISON
R070743,291727203036,,MARBLE
R070744,291728108008,,MARBLE
R070746,369908000035,STATE HIGHWAY 135,GUNNISON
R070747,325503102046,400 BUTTE AVE,CRESTED BUTTE
R070748,325503102045,404 BUTTE AVE,CRESTED BUTTE
R070751,378702126018,500 S 9TH ST,GUNNISON
R070752,378702126019,910 W BIDWELL AVE,GUNNISON
R070755,325300000053,17655 COUNTY ROAD 730,OHIO CREEK VALLEY
R070756,325300000052,17577 COUNTY ROAD 730,OHIO CREEK VALLEY
R070758,325721402067,99 HUCKEBY WAY,CRESTED BUTTE SOUTH
